,CaseId,geometry,LATITUDE,LONGITUDE,Priority_Value,DN,days_elapsed,satisfaction_level,no_of_priority_areas,no_of_retail_licenses_vicinity,avg_compliance_percent,days_elapsed_last_inspection,Priority_Value_score,DN_score,days_elapsed_score,satisfaction_level_score,no_of_priority_areas_score,no_of_retail_licenses_vicinity_score,avg_compliance_percent_score,days_elapsed_last_inspection_score,Final_score_Visibility,Final_score_Impact,Total_score,Total_score_classes,OBJECTID,REGION,AMANACODE,AMANAARNAM,AMANAENAME,SHAPE_AREA,SHAPE_LEN,index_right
932,INC-22-09-006460,POINT (754249.2252349223 2073514.3670332304),18.737610036,41.411347836,2,938,47,0,0,0,0.0,0,0.5,0.01,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,11.21,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
933,INC-22-09-171973,POINT (1279130.5041394276 2741882.8919536956),24.594601968,46.680846512,1,9570,21,0,0,3,0.0,0,0.0,0.24,0.01,0.33,0.0,0.0,0.0,0.0,0.14,0.0,11.21,Medium (10%-40%),4229,منطقة الرياض,004,أمانة منطقة الرياض,Alriyadh Municipality,33.5501795939,30.1679480228,1
934,INC-22-08-082770,POINT (526126.7737524577 2683447.3237965563),24.263708181,39.257399113,2,7,64,0,0,0,0.0,0,0.5,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.02,0.25,11.21,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
935,INC-22-10-048563,POINT (930701.4350908133 1846634.2633474488),16.663035347,43.03634209,2,2151,8,0,0,0,0.0,0,0.5,0.04,0.0,0.33,0.0,0.0,0.0,0.0,0.02,0.25,11.18,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
936,INC-22-10-057129,POINT (893370.5153052738 2024495.9887863589),18.273892026,42.719531759,2,234,7,0,0,20,0.0,0,0.5,0.0,0.0,0.33,0.0,0.04,0.0,0.0,0.02,0.25,11.17,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
937,INC-22-10-057135,POINT (893370.5153052738 2024495.9887863589),18.273892026,42.719531759,2,234,7,0,0,20,0.0,0,0.5,0.0,0.0,0.33,0.0,0.04,0.0,0.0,0.02,0.25,11.17,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
938,INC-22-08-116078,POINT (567517.1804783199 2710184.2440875326),24.503938472,39.666424356,2,377,59,0,0,0,0.0,0,0.5,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.02,0.25,11.16,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
939,INC-22-08-105915,POINT (1562830.275680522 2882760.9692856837),25.6779933,49.553755,2,0,60,0,0,1,0.0,0,0.5,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.02,0.25,11.11,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
940,INC-22-10-047518,POINT (940757.232828411 1967199.7011974),17.7481512,43.1546342,2,516,8,0,0,16,0.0,0,0.5,0.01,0.0,0.33,0.0,0.03,0.0,0.0,0.02,0.25,11.06,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
941,INC-22-10-054039,POINT (718898.4623684962 2117591.9362904453),19.139726964,41.081179306,2,1284,7,0,0,11,0.0,0,0.5,0.02,0.0,0.33,0.0,0.02,0.0,0.0,0.02,0.25,11.04,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
942,INC-22-10-052118,POINT (630424.5485818643 2970497.8820574353),26.850012891,40.312756579,2,371,7,0,0,18,0.0,0,0.5,0.0,0.0,0.33,0.0,0.04,0.0,0.0,0.02,0.25,11.03,Medium (10%-40%),4231,منطقة حائل,012,أمانة منطقة حائل,Hail Municipality,10.5062556261,16.6949061644,3
943,INC-22-10-068356,POINT (880164.3807726972 2020064.5639723567),18.236305792,42.594021264,2,684,5,0,0,15,0.0,0,0.5,0.01,0.0,0.33,0.0,0.03,0.0,0.0,0.02,0.25,11.02,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
944,INC-22-08-140417,POINT (633598.3532279728 2227546.0088269967),20.1405331,40.2782239,2,165,56,0,0,0,0.0,0,0.5,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.02,0.25,11.01,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
945,INC-22-10-047945,POINT (900718.140137566 2022283.6256079155),18.252576326,42.788463386,2,1066,7,0,0,12,0.0,0,0.5,0.01,0.0,0.33,0.0,0.02,0.0,0.0,0.02,0.25,11.0,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
946,INC-22-08-158247,POINT (877999.0855316583 2019588.2260034464),18.232391703,42.573492363,2,378,53,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.98,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
947,INC-22-09-096284,POINT (940119.8465850338 1921665.411988827),17.337773182,43.139292422,2,963,35,0,0,2,0.0,0,0.5,0.01,0.02,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.98,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
948,INC-22-08-138565,POINT (988188.7110149969 2096044.2004945858),18.898920308,43.631568549,2,30,56,0,0,0,0.0,0,0.5,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.97,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
949,INC-22-09-032112,POINT (937642.3838705433 3289116.9203954283),29.655069041,43.519647972,2,722,43,0,0,0,0.0,0,0.5,0.01,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.97,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
950,INC-22-10-058167,POINT (540885.8633875722 2371187.243372306),21.442628044,39.394575281,2,1902,7,0,0,0,0.0,0,0.5,0.04,0.0,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.96,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
951,INC-22-09-008242,POINT (602099.631237788 2360973.64650541),21.3479251,39.9846638,2,460,47,0,0,0,0.0,0,0.5,0.01,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.95,Medium (10%-40%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
952,INC-22-08-144000,POINT (533673.6070862869 2680191.541698847),24.234158462,39.331672853,2,5,55,0,0,0,0.0,0,0.5,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.94,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
953,INC-22-09-097087,POINT (256154.34192102723 3146372.0723597016),28.4210875,36.5106268,2,457,35,0,0,6,0.0,0,0.5,0.01,0.02,0.33,0.0,0.01,0.0,0.0,0.02,0.25,10.93,Medium (10%-40%),4232,منطقة تبوك,011,أمانة منطقة تبوك,Tabuk Municipality,12.2081080922,31.6034793611,4
954,INC-22-10-068253,POINT (991144.9631619332 2927896.6189599885),26.38669724,43.920184895,2,1800,6,0,0,1,0.0,0,0.5,0.03,0.0,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.88,Medium (10%-40%),4239,منطقة القصيم,008,أمانة منطقة القصيم,Qassim Municipality,6.31024129123,14.324049017,11
955,INC-22-10-064159,POINT (648566.6186980376 2356673.2215049155),21.30585798,40.432331582,1,9904,6,0,0,0,0.0,0,0.0,0.25,0.0,0.33,0.0,0.0,0.0,0.0,0.14,0.0,10.86,Medium (10%-40%),4242,منطقة مكة المكرمة,016,أمانة محافظة الطائف,Taif Municipality,7.75582134247,16.0826012511,14
956,INC-22-10-064449,POINT (763064.2576155446 3041430.5271438845),27.471049692,41.662081479,2,663,6,0,0,13,0.0,0,0.5,0.01,0.0,0.33,0.0,0.03,0.0,0.0,0.02,0.25,10.85,Medium (10%-40%),4231,منطقة حائل,012,أمانة منطقة حائل,Hail Municipality,10.5062556261,16.6949061644,3
957,INC-22-09-042308,POINT (856189.8499642955 2034128.7686003654),18.3673198,42.3701232,2,479,42,0,0,1,0.0,0,0.5,0.01,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.84,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
958,INC-22-09-045240,POINT (856189.8499642955 2034128.7686003654),18.3673198,42.3701232,2,479,42,0,0,1,0.0,0,0.5,0.01,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.84,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
959,INC-22-10-006475,POINT (1068405.0073327196 1943467.427430799),17.50544468,44.348129357,2,489,17,0,0,9,0.0,0,0.5,0.01,0.01,0.33,0.0,0.02,0.0,0.0,0.02,0.25,10.83,Medium (10%-40%),4228,منطقة نجران,015,أمانة منطقة نجران,Najran Municipality,12.3017864708,19.4977381596,0
960,INC-22-10-055086,POINT (521809.0212684138 2397187.935729573),21.677876646,39.210811928,2,253,7,0,0,16,0.0,0,0.5,0.0,0.0,0.33,0.0,0.03,0.0,0.0,0.02,0.25,10.83,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
961,INC-22-08-186420,POINT (829826.2080749597 2114284.8601852516),19.094932586,42.134288752,2,142,50,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.82,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
962,INC-22-09-110103,POINT (1064344.3598464178 1949900.199777002),17.5643654,44.3117333,2,991,32,0,0,1,0.0,0,0.5,0.01,0.02,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.82,Medium (10%-40%),4228,منطقة نجران,015,أمانة منطقة نجران,Najran Municipality,12.3017864708,19.4977381596,0
963,INC-22-09-048321,POINT (1065184.5878038115 1950078.1226012514),17.565754349,44.319663718,2,537,40,0,0,1,0.0,0,0.5,0.01,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.81,Medium (10%-40%),4228,منطقة نجران,015,أمانة منطقة نجران,Najran Municipality,12.3017864708,19.4977381596,0
964,INC-22-10-043209,POINT (780187.9303088475 2166601.0985081457),19.5746409,41.6706694,2,495,9,0,0,13,0.0,0,0.5,0.01,0.0,0.33,0.0,0.03,0.0,0.0,0.02,0.25,10.8,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
965,INC-22-09-133180,POINT (1585031.9443853097 2848219.4561052835),25.355503173,49.743516605,2,1185,29,0,0,0,0.0,0,0.5,0.01,0.02,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.8,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
966,INC-22-09-018231,POINT (537158.0989003906 2425828.798905092),21.936380608,39.359824397,2,137,45,0,0,2,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.79,Medium (10%-40%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
967,INC-22-05-126523,POINT (1571129.7722753815 2912028.416340998),25.931740976,49.658523314,1,4043,144,0,0,12,0.0,0,0.0,0.08,0.15,0.33,0.0,0.02,0.0,0.0,0.13,0.0,10.74,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
968,INC-22-09-001378,POINT (547001.2785212065 2688555.560122376),24.3093569,39.4632165,2,2,48,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.72,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
969,INC-22-10-045381,POINT (514787.65153262287 2410810.3296084246),21.80102493,39.143063438,2,625,9,0,0,11,0.0,0,0.5,0.01,0.0,0.33,0.0,0.02,0.0,0.0,0.02,0.25,10.7,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
970,INC-22-09-008704,POINT (821612.0062730878 2144527.6781042125),19.369170662,42.061371761,2,90,46,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.69,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
971,INC-22-09-013753,POINT (539803.835796226 2702961.1868992574),24.439663,39.3926858,2,168,45,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.68,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
972,INC-22-10-057428,POINT (651333.2407528799 2750910.75970346),24.8657159,40.4979544,2,778,6,0,0,10,0.0,0,0.5,0.01,0.0,0.33,0.0,0.02,0.0,0.0,0.02,0.25,10.66,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
973,INC-22-09-027458,POINT (821764.2561091757 2144330.759515235),19.367369224,42.062786236,2,90,43,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.6,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
974,INC-22-10-060741,POINT (575026.602163979 2715325.415712721),24.550022532,39.740813412,2,52,6,0,0,14,0.0,0,0.5,0.0,0.0,0.33,0.0,0.03,0.0,0.0,0.02,0.25,10.59,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
975,INC-22-09-158357,POINT (536969.4970020775 2377984.059805993),21.504121865,39.356929958,2,1060,24,0,0,0,0.0,0,0.5,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.58,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
976,INC-22-09-040371,POINT (876842.0217213938 2074819.001324418),18.7308086,42.5728897,2,222,41,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.02,0.25,10.57,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
977,INC-22-09-057487,POINT (1561482.1237940777 3032783.578990305),27.010354746,49.663317427,1,7399,38,0,0,16,0.0,0,0.0,0.19,0.02,0.33,0.0,0.03,0.0,0.0,0.13,0.0,10.53,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
978,INC-22-09-111132,POINT (1612993.2785147869 2968496.1352191716),26.400915737,50.116923917,1,4390,32,0,0,53,0.0,0,0.0,0.08,0.02,0.33,0.0,0.14,0.0,0.0,0.13,0.0,10.53,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
979,INC-22-09-046765,POINT (821696.1463895321 2145386.9339101543),19.376911413,42.062316824,2,50,40,0,0,0,0.0,0,0.5,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.5,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
980,INC-22-10-063803,POINT (756647.8791828776 2214231.6212963676),20.007859583,41.453033776,2,945,6,0,0,7,0.0,0,0.5,0.01,0.0,0.33,0.0,0.01,0.0,0.0,0.01,0.25,10.49,Medium (10%-40%),4243,منطقة الباحة,014,أمانة منطقة الباحة,Al Baha Municipality,0.904916881013,4.98312937311,15
981,INC-22-09-165908,POINT (521529.06494881667 2406110.960780454),21.758497956,39.208221799,2,960,22,0,0,0,0.0,0,0.5,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.47,Medium (10%-40%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
982,INC-22-09-122836,POINT (1569853.8283615503 2865850.0261436733),25.522856997,49.609142405,2,502,30,0,0,0,0.0,0,0.5,0.01,0.02,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.46,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
983,INC-22-09-183972,POINT (823066.0036700229 2054346.3324855024),18.555077725,42.060300234,2,472,19,0,0,6,0.0,0,0.5,0.01,0.01,0.33,0.0,0.01,0.0,0.0,0.01,0.25,10.45,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
984,INC-22-10-007858,POINT (935482.3613231186 3286394.7093858467),29.631334956,43.496307538,2,935,16,0,0,3,0.0,0,0.5,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.45,Medium (10%-40%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
985,INC-22-09-183008,POINT (1575364.2214474976 2853190.682063532),25.406560146,49.653022897,2,682,20,0,0,3,0.0,0,0.5,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.43,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
986,INC-22-09-088356,POINT (817480.7677327619 2147574.8737741616),19.397327666,42.022595933,2,237,36,0,0,0,0.0,0,0.5,0.0,0.02,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.43,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
987,INC-22-10-053098,POINT (1573715.5276649776 2847454.451925608),25.35683225,49.632402286,2,454,7,0,0,9,0.0,0,0.5,0.01,0.0,0.33,0.0,0.02,0.0,0.0,0.01,0.25,10.41,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
988,INC-22-10-069462,POINT (1186287.432303164 3156715.8480702164),28.357073659,45.993582755,2,57,5,0,0,11,0.0,0,0.5,0.0,0.0,0.33,0.0,0.02,0.0,0.0,0.01,0.25,10.31,Medium (10%-40%),4230,المنطقة الشرقية,018,أمانة محافظة حفر الباطن,Hafr Al Batin Municipality,4.28767736284,10.4021115847,2
989,INC-22-10-053303,POINT (905870.7169907559 1880095.7093908372),16.9692468,42.8100565,2,585,7,0,0,7,0.0,0,0.5,0.01,0.0,0.33,0.0,0.01,0.0,0.0,0.01,0.25,10.31,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
990,INC-22-09-187534,POINT (529572.0751220655 2840280.8003160483),25.680010837,39.29469664,2,444,18,0,0,4,0.0,0,0.5,0.01,0.01,0.33,0.0,0.01,0.0,0.0,0.01,0.25,10.29,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
991,INC-22-06-043652,POINT (1606967.2485202183 2968984.2070023054),26.409893886,50.058052763,1,2094,129,0,0,25,0.0,0,0.0,0.04,0.13,0.33,0.0,0.07,0.0,0.0,0.13,0.0,10.28,Medium (10%-40%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
992,INC-22-10-069473,POINT (557918.1085049185 2373045.7139267703),21.458950725,39.559006496,2,361,5,0,0,9,0.0,0,0.5,0.0,0.0,0.33,0.0,0.02,0.0,0.0,0.01,0.25,10.23,Medium (10%-40%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
993,INC-22-10-069475,POINT (557939.306775192 2373032.646648815),21.458831982,39.559210637,2,361,5,0,0,9,0.0,0,0.5,0.0,0.0,0.33,0.0,0.02,0.0,0.0,0.01,0.25,10.23,Medium (10%-40%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
994,INC-22-09-151562,POINT (561495.536107416 2716601.710319966),24.562146206,39.607269578,2,386,25,0,0,0,0.0,0,0.5,0.0,0.02,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.14,Medium (10%-40%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
995,INC-22-10-039936,POINT (1577805.5849191297 2852215.877992284),25.396159536,49.676105319,2,667,9,0,0,6,0.0,0,0.5,0.01,0.0,0.33,0.0,0.01,0.0,0.0,0.01,0.25,10.12,Medium (10%-40%),4241,المنطقة الشرقية,017,أمانة محافظة الاحساء,Alahsa Municipality,33.6606178857,29.8632948046,13
996,INC-22-10-042793,POINT (246852.89639411584 3019003.1751769353),27.270657992,36.442848787,2,1282,9,0,0,0,0.0,0,0.5,0.02,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.12,Medium (10%-40%),4232,منطقة تبوك,011,أمانة منطقة تبوك,Tabuk Municipality,12.2081080922,31.6034793611,4
997,INC-22-09-155040,POINT (757698.5899535941 3035032.9843219696),27.414379875,41.606472507,2,285,25,0,0,0,0.0,0,0.5,0.0,0.02,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.11,Medium (10%-40%),4231,منطقة حائل,012,أمانة منطقة حائل,Hail Municipality,10.5062556261,16.6949061644,3
998,INC-22-10-008063,POINT (529435.59977689 3306570.48908832),29.8894125,39.3048594,2,466,17,0,0,1,0.0,0,0.5,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.07,Medium (10%-40%),4234,منطقة الجوف,010,أمانة منطقة الجوف,Al Jouf Municipality,7.96802058843,16.8237292283,6
999,INC-22-10-003100,POINT (806531.771975825 2097461.6719474653),18.946720844,41.910498552,2,462,18,0,0,0,0.0,0,0.5,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.07,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
1000,INC-22-09-161011,POINT (807569.4936607187 2097295.680764564),18.945067736,41.920316108,2,211,24,0,0,0,0.0,0,0.5,0.0,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.06,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
1001,INC-22-10-064752,POINT (763931.8125490907 2108699.0431720354),19.054090833,41.507845335,2,373,5,0,0,7,0.0,0,0.5,0.0,0.0,0.33,0.0,0.01,0.0,0.0,0.01,0.25,10.06,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
1002,INC-22-10-060215,POINT (892523.1248045845 2030096.9409849767),18.324564283,42.712608956,2,1112,7,0,0,1,0.0,0,0.5,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.02,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
1003,INC-22-10-046330,POINT (922040.2765246572 1851217.7982054986),16.705934972,42.956166789,2,1124,8,0,0,0,0.0,0,0.5,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.02,Medium (10%-40%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
1004,INC-22-09-178098,POINT (937662.2136639322 2005721.6362415804),18.096046589,43.13357611,2,388,21,0,0,0,0.0,0,0.5,0.0,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.02,Medium (10%-40%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
1005,INC-22-10-069410,POINT (597388.2914837882 2377194.3594790306),21.4947228,39.9401692,2,861,5,0,0,3,0.0,0,0.5,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,10.0,Low (0%-10%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
1006,INC-22-10-050971,POINT (532520.1805296326 2366650.035596537),21.401804917,39.313754439,2,1054,7,0,0,0,0.0,0,0.5,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,9.96,Low (0%-10%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
1007,INC-22-09-176342,POINT (561274.4708562614 2693675.0566814905),24.355098897,39.604098327,2,11,21,0,0,0,0.0,0,0.5,0.0,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,9.91,Low (0%-10%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
1008,INC-22-10-068503,POINT (520503.530339947 2405960.802387038),21.757153493,39.19830136,2,583,5,0,0,4,0.0,0,0.5,0.01,0.0,0.33,0.0,0.01,0.0,0.0,0.01,0.25,9.9,Low (0%-10%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
1009,INC-22-10-064539,POINT (993751.5814393312 2924090.1904696636),26.351556481,43.944758752,2,934,5,0,0,1,0.0,0,0.5,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,9.9,Low (0%-10%),4239,منطقة القصيم,008,أمانة منطقة القصيم,Qassim Municipality,6.31024129123,14.324049017,11
1010,INC-22-10-062698,POINT (821401.3257794378 2051135.0841320017),18.526350178,42.044033891,2,906,6,0,0,1,0.0,0,0.5,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.01,0.25,9.89,Low (0%-10%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
1011,INC-22-10-000005,POINT (562665.469802292 2694269.5128195006),24.360412386,39.617837481,2,24,18,0,0,0,0.0,0,0.5,0.0,0.01,0.33,0.0,0.0,0.0,0.0,0.01,0.25,9.83,Low (0%-10%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
